fiscal_year,year,month,state,category,tax_type,amount,unit,notes
2021-22,2021,June,Madhya Pradesh,GST collected from State,Total Tax Collection,2098.4408105,amount in rupees crores,
2021-22,2021,June,Maharashtra,GST collected from State,Total Tax Collection,13721.8564898,amount in rupees crores,
2021-22,2021,June,Manipur,GST collected from State,Total Tax Collection,21.8422175,amount in rupees crores,
2021-22,2021,June,Meghalaya,GST collected from State,Total Tax Collection,104.845649,amount in rupees crores,
2021-22,2021,June,Mizoram,GST collected from State,Total Tax Collection,17.3765155,amount in rupees crores,
2021-22,2021,June,Nagaland,GST collected from State,Total Tax Collection,30.1411591,amount in rupees crores,
2021-22,2021,June,Odisha,GST collected from State,Total Tax Collection,2999.9039434,amount in rupees crores,
2021-22,2021,June,Other Territory,GST collected from State,Total Tax Collection,127.3988439,amount in rupees crores,state: Represents territories other than States/UTs
2021-22,2021,June,Puducherry,GST collected from State,Total Tax Collection,104.0751699,amount in rupees crores,
2021-22,2021,June,Punjab,GST collected from State,Total Tax Collection,1111.1352649,amount in rupees crores,
2021-22,2021,June,Rajasthan,GST collected from State,Total Tax Collection,2175.9546722,amount in rupees crores,
2021-22,2021,June,Sikkim,GST collected from State,Total Tax Collection,211.7254107,amount in rupees crores,
2021-22,2021,June,Tamil Nadu,GST collected from State,Total Tax Collection,4379.6233329,amount in rupees crores,
2021-22,2021,June,Telangana,GST collected from State,Total Tax Collection,2845.180807,amount in rupees crores,
2021-22,2021,June,Tripura,GST collected from State,Total Tax Collection,42.711798699999996,amount in rupees crores,
2021-22,2021,June,Uttar Pradesh,GST collected from State,Total Tax Collection,4588.3635091,amount in rupees crores,
2021-22,2021,June,Uttarakhand,GST collected from State,Total Tax Collection,702.2943471,amount in rupees crores,
2021-22,2021,June,West Bengal,GST collected from State,Total Tax Collection,2743.9435149,amount in rupees crores,
2021-22,2021,May,Jammu and Kashmir,GST collected from State,CGST,60.7409641,amount in rupees crores,
2021-22,2021,May,Himachal Pradesh,GST collected from State,CGST,75.1611026,amount in rupees crores,
2021-22,2021,May,Punjab,GST collected from State,CGST,288.2657144,amount in rupees crores,
2021-22,2021,May,Chandigarh,GST collected from State,CGST,21.6774036,amount in rupees crores,
2021-22,2021,May,Uttarakhand,GST collected from State,CGST,156.3284472,amount in rupees crores,
2021-22,2021,May,Haryana,GST collected from State,CGST,722.1795979,amount in rupees crores,
2021-22,2021,May,Delhi,GST collected from State,CGST,538.035337,amount in rupees crores,
2021-22,2021,May,Rajasthan,GST collected from State,CGST,579.2585809,amount in rupees crores,
2021-22,2021,May,Uttar Pradesh,GST collected from State,CGST,1002.2135228,amount in rupees crores,
2021-22,2021,May,Bihar,GST collected from State,CGST,198.915342,amount in rupees crores,
2021-22,2021,May,Sikkim,GST collected from State,CGST,10.3027148,amount in rupees crores,
2021-22,2021,May,Arunachal Pradesh,GST collected from State,CGST,13.7007319,amount in rupees crores,
2021-22,2021,May,Nagaland,GST collected from State,CGST,11.2682878,amount in rupees crores,
2021-22,2021,May,Manipur,GST collected from State,CGST,7.7123574,amount in rupees crores,
2021-22,2021,May,Mizoram,GST collected from State,CGST,4.9421336,amount in rupees crores,
2021-22,2021,May,Tripura,GST collected from State,CGST,13.8959462,amount in rupees crores,
2021-22,2021,May,Meghalaya,GST collected from State,CGST,14.2340395,amount in rupees crores,
2021-22,2021,May,Assam,GST collected from State,CGST,218.6799343,amount in rupees crores,
2021-22,2021,May,West Bengal,GST collected from State,CGST,1007.045824,amount in rupees crores,
2021-22,2021,May,Jharkhand,GST collected from State,CGST,300.8094644,amount in rupees crores,
2021-22,2021,May,Odisha,GST collected from State,CGST,690.3243027,amount in rupees crores,
2021-22,2021,May,Chhattisgarh,GST collected from State,CGST,337.8770519,amount in rupees crores,
2021-22,2021,May,Madhya Pradesh,GST collected from State,CGST,382.9008648,amount in rupees crores,
2021-22,2021,May,Gujarat,GST collected from State,CGST,1655.6582222,amount in rupees crores,
2021-22,2021,May,Daman and Diu,GST collected from State,CGST,0.0525823,amount in rupees crores,
2021-22,2021,May,Dadra and Nagar Haveli,GST collected from State,CGST,28.0428113,amount in rupees crores,
2021-22,2021,May,Maharashtra,GST collected from State,CGST,3760.7814888,amount in rupees crores,
2021-22,2021,May,Karnataka,GST collected from State,CGST,1229.7303311,amount in rupees crores,
2021-22,2021,May,Goa,GST collected from State,CGST,52.0062075,amount in rupees crores,
2021-22,2021,May,Lakshadweep,GST collected from State,CGST,0.0856891,amount in rupees crores,
2021-22,2021,May,Kerala,GST collected from State,CGST,319.9193059,amount in rupees crores,
2021-22,2021,May,Tamil Nadu,GST collected from State,CGST,1325.4883052,amount in rupees crores,
2021-22,2021,May,Puducherry,GST collected from State,CGST,11.6653584,amount in rupees crores,
2021-22,2021,May,Andaman and Nicobar Islands,GST collected from State,CGST,19.4171669,amount in rupees crores,
2021-22,2021,May,Telangana,GST collected from State,CGST,622.6329179,amount in rupees crores,
2021-22,2021,May,Andhra Pradesh,GST collected from State,CGST,431.4985009,amount in rupees crores,
2021-22,2021,May,Ladakh,GST collected from State,CGST,1.8053922,amount in rupees crores,
2021-22,2021,May,Other Territory,GST collected from State,CGST,4.7867886,amount in rupees crores,state: Represents territories other than States/UTs
2021-22,2021,May,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,CGST,0.0,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2021-22,2021,May,Jammu and Kashmir,GST collected from State,SGST,93.2207309,amount in rupees crores,
2021-22,2021,May,Himachal Pradesh,GST collected from State,SGST,109.6126228,amount in rupees crores,
2021-22,2021,May,Punjab,GST collected from State,SGST,462.9509589,amount in rupees crores,
2021-22,2021,May,Chandigarh,GST collected from State,SGST,25.5005835,amount in rupees crores,
2021-22,2021,May,Uttarakhand,GST collected from State,SGST,224.7442387,amount in rupees crores,
2021-22,2021,May,Haryana,GST collected from State,SGST,921.8298668,amount in rupees crores,
2021-22,2021,May,Delhi,GST collected from State,SGST,624.0691012,amount in rupees crores,
2021-22,2021,May,Rajasthan,GST collected from State,SGST,782.0845154,amount in rupees crores,
2021-22,2021,May,Uttar Pradesh,GST collected from State,SGST,1436.926294,amount in rupees crores,
2021-22,2021,May,Bihar,GST collected from State,SGST,366.6491833,amount in rupees crores,
2021-22,2021,May,Sikkim,GST collected from State,SGST,11.8715598,amount in rupees crores,
2021-22,2021,May,Arunachal Pradesh,GST collected from State,SGST,17.6466183,amount in rupees crores,
2021-22,2021,May,Nagaland,GST collected from State,SGST,14.6279542,amount in rupees crores,
2021-22,2021,May,Manipur,GST collected from State,SGST,10.5293573,amount in rupees crores,
2021-22,2021,May,Mizoram,GST collected from State,SGST,6.8875382,amount in rupees crores,
2021-22,2021,May,Tripura,GST collected from State,SGST,19.217127,amount in rupees crores,
2021-22,2021,May,Meghalaya,GST collected from State,SGST,16.7468446,amount in rupees crores,
2021-22,2021,May,Assam,GST collected from State,SGST,294.6823991,amount in rupees crores,
2021-22,2021,May,West Bengal,GST collected from State,SGST,1322.1022644,amount in rupees crores,
2021-22,2021,May,Jharkhand,GST collected from State,SGST,382.3178532,amount in rupees crores,
2021-22,2021,May,Odisha,GST collected from State,SGST,827.4315708,amount in rupees crores,
2021-22,2021,May,Chhattisgarh,GST collected from State,SGST,389.1460833,amount in rupees crores,
2021-22,2021,May,Madhya Pradesh,GST collected from State,SGST,491.0418853,amount in rupees crores,
2021-22,2021,May,Gujarat,GST collected from State,SGST,2042.7669437,amount in rupees crores,
2021-22,2021,May,Daman and Diu,GST collected from State,SGST,0.0535181,amount in rupees crores,
2021-22,2021,May,Dadra and Nagar Haveli,GST collected from State,SGST,34.7494594,amount in rupees crores,
2021-22,2021,May,Maharashtra,GST collected from State,SGST,4433.1872518,amount in rupees crores,
2021-22,2021,May,Karnataka,GST collected from State,SGST,1538.5016778,amount in rupees crores,
2021-22,2021,May,Goa,GST collected from State,SGST,74.4612384,amount in rupees crores,
2021-22,2021,May,Lakshadweep,GST collected from State,SGST,0.1486659,amount in rupees crores,
2021-22,2021,May,Kerala,GST collected from State,SGST,477.1799789,amount in rupees crores,
2021-22,2021,May,Tamil Nadu,GST collected from State,SGST,1764.1124068,amount in rupees crores,
2021-22,2021,May,Puducherry,GST collected from State,SGST,17.3028675,amount in rupees crores,
2021-22,2021,May,Andaman and Nicobar Islands,GST collected from State,SGST,25.8429569,amount in rupees crores,
2021-22,2021,May,Telangana,GST collected from State,SGST,856.2973481,amount in rupees crores,
2021-22,2021,May,Andhra Pradesh,GST collected from State,SGST,611.3668745,amount in rupees crores,
2021-22,2021,May,Ladakh,GST collected from State,SGST,3.0515856,amount in rupees crores,
2021-22,2021,May,Other Territory,GST collected from State,SGST,7.956785,amount in rupees crores,state: Represents territories other than States/UTs
2021-22,2021,May,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,SGST,0.0,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2021-22,2021,May,Jammu and Kashmir,GST collected from State,IGST,74.393636,amount in rupees crores,
2021-22,2021,May,Himachal Pradesh,GST collected from State,IGST,354.6813927,amount in rupees crores,
2021-22,2021,May,Punjab,GST collected from State,IGST,493.1311446,amount in rupees crores,
2021-22,2021,May,Chandigarh,GST collected from State,IGST,81.5660524,amount in rupees crores,
2021-22,2021,May,Uttarakhand,GST collected from State,IGST,503.2724599,amount in rupees crores,
2021-22,2021,May,Haryana,GST collected from State,IGST,2591.7439431,amount in rupees crores,
2021-22,2021,May,Delhi,GST collected from State,IGST,1533.2359067,amount in rupees crores,
2021-22,2021,May,Rajasthan,GST collected from State,IGST,913.5274556,amount in rupees crores,
2021-22,2021,May,Uttar Pradesh,GST collected from State,IGST,1223.235552,amount in rupees crores,
2021-22,2021,May,Bihar,GST collected from State,IGST,110.9239285,amount in rupees crores,
2021-22,2021,May,Sikkim,GST collected from State,IGST,227.5967219,amount in rupees crores,
2021-22,2021,May,Arunachal Pradesh,GST collected from State,IGST,5.1300255,amount in rupees crores,
2021-22,2021,May,Nagaland,GST collected from State,IGST,3.4555209,amount in rupees crores,
2021-22,2021,May,Manipur,GST collected from State,IGST,3.3700289,amount in rupees crores,
2021-22,2021,May,Mizoram,GST collected from State,IGST,2.8900711,amount in rupees crores,
2021-22,2021,May,Tripura,GST collected from State,IGST,5.9818124,amount in rupees crores,
2021-22,2021,May,Meghalaya,GST collected from State,IGST,93.1380635,amount in rupees crores,
2021-22,2021,May,Assam,GST collected from State,IGST,234.7191507,amount in rupees crores,
2021-22,2021,May,West Bengal,GST collected from State,IGST,842.2003418,amount in rupees crores,
2021-22,2021,May,Jharkhand,GST collected from State,IGST,841.3545207,amount in rupees crores,
2021-22,2021,May,Odisha,GST collected from State,IGST,1094.6960329,amount in rupees crores,
2021-22,2021,May,Chhattisgarh,GST collected from State,IGST,774.0645676,amount in rupees crores,
2021-22,2021,May,Madhya Pradesh,GST collected from State,IGST,578.9750296,amount in rupees crores,
2021-22,2021,May,Gujarat,GST collected from State,IGST,2074.0811103,amount in rupees crores,
2021-22,2021,May,Daman and Diu,GST collected from State,IGST,0.0662734,amount in rupees crores,
2021-22,2021,May,Dadra and Nagar Haveli,GST collected from State,IGST,165.5479482,amount in rupees crores,
2021-22,2021,May,Maharashtra,GST collected from State,IGST,4360.525172,amount in rupees crores,
2021-22,2021,May,Karnataka,GST collected from State,IGST,2156.7643223,amount in rupees crores,
2021-22,2021,May,Goa,GST collected from State,IGST,101.5204298,amount in rupees crores,
2021-22,2021,May,Lakshadweep,GST collected from State,IGST,0.0338834,amount in rupees crores,
2021-22,2021,May,Kerala,GST collected from State,IGST,346.9916851,amount in rupees crores,
2021-22,2021,May,Tamil Nadu,GST collected from State,IGST,1834.607383,amount in rupees crores,
2021-22,2021,May,Puducherry,GST collected from State,IGST,93.7465084,amount in rupees crores,
2021-22,2021,May,Andaman and Nicobar Islands,GST collected from State,IGST,3.0373134,amount in rupees crores,
2021-22,2021,May,Telangana,GST collected from State,IGST,904.6669843,amount in rupees crores,
2021-22,2021,May,Andhra Pradesh,GST collected from State,IGST,856.4674025,amount in rupees crores,
2021-22,2021,May,Ladakh,GST collected from State,IGST,0.4516536,amount in rupees crores,
2021-22,2021,May,Other Territory,GST collected from State,IGST,108.5093256,amount in rupees crores,state: Represents territories other than States/UTs
2021-22,2021,May,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,IGST,140.8050694,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2021-22,2021,May,Jammu and Kashmir,GST collected from State,CESS,3.6769658,amount in rupees crores,
2021-22,2021,May,Himachal Pradesh,GST collected from State,CESS,0.6308057,amount in rupees crores,
2021-22,2021,May,Punjab,GST collected from State,CESS,21.42861,amount in rupees crores,
