fiscal_year,quarter,service_area,region,type_of_connection,value,unit,note
2024-25,Q4,Uttar Pradesh East,Urban,Broadband,31.84,value in Millions,
2024-25,Q4,Uttar Pradesh East,Rural,Total,46.46,value in Millions,
2024-25,Q4,Uttar Pradesh East,Urban,Total,32.38,value in Millions,
2024-25,Q4,Tamil Nadu,Rural,Narrowband,0.56,value in Millions,
2024-25,Q4,Tamil Nadu,Urban,Narrowband,0.92,value in Millions,
2024-25,Q4,Tamil Nadu,Rural,Broadband,17.81,value in Millions,
2024-25,Q4,Tamil Nadu,Urban,Broadband,45.34,value in Millions,
2024-25,Q4,Tamil Nadu,Rural,Total,18.37,value in Millions,
2024-25,Q4,Tamil Nadu,Urban,Total,46.26,value in Millions,
2024-25,Q4,Rajasthan,Rural,Narrowband,0.41,value in Millions,
2024-25,Q4,Rajasthan,Urban,Narrowband,0.58,value in Millions,
2024-25,Q4,Rajasthan,Rural,Broadband,25.66,value in Millions,
2024-25,Q4,Rajasthan,Urban,Broadband,25.4,value in Millions,
2024-25,Q4,Rajasthan,Rural,Total,26.07,value in Millions,
2024-25,Q4,Rajasthan,Urban,Total,25.97,value in Millions,
2024-25,Q4,Punjab,Rural,Narrowband,0.16,value in Millions,
2024-25,Q4,Punjab,Urban,Narrowband,0.32,value in Millions,
2024-25,Q4,Punjab,Rural,Broadband,9.48,value in Millions,
2024-25,Q4,Punjab,Urban,Broadband,18.69,value in Millions,
2024-25,Q4,Punjab,Rural,Total,9.64,value in Millions,
2024-25,Q4,Punjab,Urban,Total,19.01,value in Millions,
2024-25,Q4,Odisha,Rural,Narrowband,0.22,value in Millions,
2024-25,Q4,Odisha,Urban,Narrowband,0.09,value in Millions,
2024-25,Q4,Odisha,Rural,Broadband,16.88,value in Millions,
2024-25,Q4,Odisha,Urban,Broadband,8.7,value in Millions,
2024-25,Q4,Odisha,Rural,Total,17.1,value in Millions,
2024-25,Q4,Odisha,Urban,Total,8.79,value in Millions,
2024-25,Q4,North East,Rural,Narrowband,0.05,value in Millions,
2024-25,Q4,North East,Urban,Narrowband,0.06,value in Millions,
2024-25,Q4,North East,Rural,Broadband,5.39,value in Millions,
2024-25,Q4,North East,Urban,Broadband,4.91,value in Millions,
2024-25,Q4,North East,Rural,Total,5.44,value in Millions,
2024-25,Q4,North East,Urban,Total,4.97,value in Millions,
2024-25,Q4,Mumbai,Rural,Narrowband,0.02,value in Millions,
2024-25,Q4,Mumbai,Urban,Narrowband,0.72,value in Millions,
2024-25,Q4,Mumbai,Rural,Broadband,1.28,value in Millions,
2024-25,Q4,Mumbai,Urban,Broadband,30.45,value in Millions,
2024-25,Q4,Mumbai,Rural,Total,1.3,value in Millions,
2024-25,Q4,Mumbai,Urban,Total,31.17,value in Millions,
2024-25,Q4,Maharashtra,Rural,Narrowband,0.53,value in Millions,
2024-25,Q4,Maharashtra,Urban,Narrowband,0.65,value in Millions,
2024-25,Q4,Maharashtra,Rural,Broadband,31.63,value in Millions,
2024-25,Q4,Maharashtra,Urban,Broadband,46.58,value in Millions,
2024-25,Q4,Maharashtra,Rural,Total,32.16,value in Millions,
2024-25,Q4,Maharashtra,Urban,Total,47.23,value in Millions,
2024-25,Q4,Madhya Pradesh,Rural,Narrowband,0.44,value in Millions,
2024-25,Q4,Madhya Pradesh,Urban,Narrowband,0.43,value in Millions,
2024-25,Q4,Madhya Pradesh,Rural,Broadband,29.24,value in Millions,
2024-25,Q4,Madhya Pradesh,Urban,Broadband,36.89,value in Millions,
2024-25,Q4,Madhya Pradesh,Rural,Total,29.69,value in Millions,
2024-25,Q4,Madhya Pradesh,Urban,Total,37.32,value in Millions,
2024-25,Q4,Kolkata,Rural,Narrowband,0.01,value in Millions,
2024-25,Q4,Kolkata,Urban,Narrowband,0.27,value in Millions,
2024-25,Q4,Kolkata,Rural,Broadband,1.35,value in Millions,
2024-25,Q4,Kolkata,Urban,Broadband,17.93,value in Millions,
2024-25,Q4,Kolkata,Rural,Total,1.37,value in Millions,
2024-25,Q4,Kolkata,Urban,Total,18.19,value in Millions,
2024-25,Q4,Kerala,Rural,Narrowband,0.34,value in Millions,
2024-25,Q4,Kerala,Urban,Narrowband,0.5,value in Millions,
2024-25,Q4,Kerala,Rural,Broadband,17.93,value in Millions,
2024-25,Q4,Kerala,Urban,Broadband,17.35,value in Millions,
2024-25,Q4,Kerala,Rural,Total,18.27,value in Millions,
2024-25,Q4,Kerala,Urban,Total,17.85,value in Millions,
2024-25,Q4,Karnataka,Rural,Narrowband,1.22,value in Millions,
2024-25,Q4,Karnataka,Urban,Narrowband,2.52,value in Millions,
2024-25,Q4,Karnataka,Rural,Broadband,20.25,value in Millions,
2024-25,Q4,Karnataka,Urban,Broadband,36.31,value in Millions,
2024-25,Q4,Karnataka,Rural,Total,21.47,value in Millions,
2024-25,Q4,Karnataka,Urban,Total,38.83,value in Millions,
2024-25,Q4,Jammu and Kashmir,Rural,Narrowband,0.09,value in Millions,
2024-25,Q4,Jammu and Kashmir,Urban,Narrowband,0.05,value in Millions,
2024-25,Q4,Jammu and Kashmir,Rural,Broadband,4.8,value in Millions,
