fiscal_year,month,state,district_as_per_source,district_as_per_lgd,district_lgd_code,volume,units,notes
2021-22,September,Bihar,West Champaran,Pashchim Champaran,211.0,0.57,volume in millions,
2021-22,September,Chandigarh,Chandigarh,Chandigarh,44.0,0.91,volume in millions,
2021-22,September,Chhattisgarh,Bilaspur,Bilaspur,375.0,0.55,volume in millions,
2021-22,September,Chhattisgarh,Durg,Durg,378.0,1.05,volume in millions,
2021-22,September,Chhattisgarh,Raigarh,Raigarh,386.0,0.35,volume in millions,
2021-22,September,Chhattisgarh,Raipur,Raipur,387.0,1.62,volume in millions,
2021-22,September,Chhattisgarh,Rajnandgaon,Rajnandgaon,388.0,0.41,volume in millions,
2021-22,September,Chhattisgarh,Rest of locations,,,2.28,volume in millions,
2021-22,September,Dadra and Nagar Haveli,Dadra and Nagar Haveli,Dadra and Nagar Haveli,465.0,0.36,volume in millions,
2021-22,September,Daman and Diu,Daman,Daman,463.0,0.23,volume in millions,
2021-22,September,Daman and Diu,Diu,Diu,464.0,0.02,volume in millions,
2021-22,September,Delhi,East Delhi,East Delhi,78.0,1.78,volume in millions,
2021-22,September,Delhi,North West Delhi,North West Delhi,82.0,1.93,volume in millions,
2021-22,September,Delhi,Rest of locations,,,2.59,volume in millions,
2021-22,September,Delhi,South Delhi,South Delhi,83.0,2.14,volume in millions,
2021-22,September,Delhi,South West Delhi,South West Delhi,84.0,2.29,volume in millions,
2021-22,September,Delhi,West Delhi,West Delhi,85.0,1.69,volume in millions,
2021-22,September,Goa,North Goa,North Goa,551.0,0.71,volume in millions,
2021-22,September,Goa,South Goa,South Goa,552.0,0.75,volume in millions,
2021-22,September,Gujarat,Ahmedabad,Ahmedabad,438.0,3.9,volume in millions,
2021-22,September,Gujarat,Rajkot,Rajkot,457.0,1.03,volume in millions,
2021-22,September,Gujarat,Rest of locations,,,7.84,volume in millions,
2021-22,September,Gujarat,Surat,Surat,459.0,3.55,volume in millions,
2021-22,September,Gujarat,Vadodara,Vadodara,461.0,1.84,volume in millions,
2021-22,September,Gujarat,Valsad,Valsad,462.0,0.96,volume in millions,
2021-22,September,Haryana,Ambala,Ambala,58.0,0.52,volume in millions,
2021-22,September,Haryana,Faridabad,Faridabad,60.0,1.46,volume in millions,
2021-22,September,Haryana,Gurgaon,Gurugram,62.0,2.65,volume in millions,
2021-22,September,Haryana,Karnal,Karnal,67.0,0.5,volume in millions,
2021-22,September,Haryana,Rest of locations,,,4.24,volume in millions,
2021-22,September,Haryana,Sonipat,Sonipat,75.0,0.52,volume in millions,
2021-22,September,Himachal Pradesh,Kangra,Kangra,18.0,0.46,volume in millions,
2021-22,September,Himachal Pradesh,Kullu,Kullu,20.0,0.23,volume in millions,
2021-22,September,Himachal Pradesh,Mandi,Mandi,22.0,0.24,volume in millions,
2021-22,September,Himachal Pradesh,Rest of locations,,,0.83,volume in millions,
2021-22,September,Himachal Pradesh,Shimla,Shimla,23.0,0.43,volume in millions,
2021-22,September,Himachal Pradesh,Solan,Solan,25.0,0.76,volume in millions,
2021-22,September,Jammu and Kashmir,Anantnag,Anantnag,1.0,0.25,volume in millions,
2021-22,September,Jammu and Kashmir,Baramulla,Baramulla,3.0,0.18,volume in millions,
2021-22,September,Jammu and Kashmir,Jammu,Jammu,5.0,1.0,volume in millions,
2021-22,September,Jammu and Kashmir,Rest of locations,,,1.1,volume in millions,
2021-22,September,Jammu and Kashmir,Srinagar,Srinagar,13.0,0.36,volume in millions,
2021-22,September,Jammu and Kashmir,Udhampur,Udhampur,14.0,0.21,volume in millions,
2021-22,September,Jharkhand,Bokaro,Bokaro,322.0,0.4,volume in millions,
2021-22,September,Jharkhand,Dhanbad,Dhanbad,325.0,0.63,volume in millions,
2021-22,September,Jharkhand,East Singhbhum,East Singhbum,327.0,0.9,volume in millions,
2021-22,September,Jharkhand,Hazaribag,Hazaribagh,332.0,0.31,volume in millions,
2021-22,September,Jharkhand,Ranchi,Ranchi,339.0,1.16,volume in millions,
2021-22,September,Jharkhand,Rest of locations,,,2.0,volume in millions,
2021-22,September,Karnataka,Bangalore,,,10.1,volume in millions,
2021-22,September,Karnataka,Bangalore Rural,Bengaluru Rural,526.0,1.29,volume in millions,
2021-22,September,Karnataka,Belgaum,Belagavi,527.0,1.56,volume in millions,
2021-22,September,Karnataka,Dakshina Kannada,Dakshina Kannada,534.0,1.29,volume in millions,
2021-22,September,Karnataka,Mysore,Mysuru,545.0,1.48,volume in millions,
2021-22,September,Karnataka,Rest of locations,,,13.82,volume in millions,
2021-22,September,Kerala,Ernakulam,Ernakulam,555.0,2.87,volume in millions,
2021-22,September,Kerala,Kozhikode,Kozhikode,561.0,1.62,volume in millions,
2021-22,September,Kerala,Malappuram,Malappuram,562.0,1.79,volume in millions,
2021-22,September,Kerala,Rest of locations,,,8.92,volume in millions,
2021-22,September,Kerala,Thiruvananthapuram,Thiruvananthapuram,565.0,2.22,volume in millions,
2021-22,September,Kerala,Thrissur,Thrissur,566.0,1.95,volume in millions,
2021-22,September,Lakshadweep,Lakshadweep District,Lakshadweep District,553.0,0.02,volume in millions,
2021-22,September,Madhya Pradesh,Bhopal,Bhopal,396.0,1.31,volume in millions,
2021-22,September,Madhya Pradesh,Dhar,Dhar,403.0,0.57,volume in millions,
2021-22,September,Madhya Pradesh,Gwalior,Gwalior,407.0,0.59,volume in millions,
2021-22,September,Madhya Pradesh,Indore,Indore,410.0,2.07,volume in millions,
2021-22,September,Madhya Pradesh,Jabalpur,Jabalpur,411.0,0.67,volume in millions,
2021-22,September,Madhya Pradesh,Rest of locations,,,8.2,volume in millions,
2021-22,September,Maharashtra,Mumbai,Mumbai,482.0,9.52,volume in millions,
2021-22,September,Maharashtra,Nagpur,Nagpur,484.0,2.59,volume in millions,
2021-22,September,Maharashtra,Nashik,Nashik,487.0,1.97,volume in millions,
2021-22,September,Maharashtra,Pune,Pune,490.0,9.15,volume in millions,
2021-22,September,Maharashtra,Rest of locations,,,19.09,volume in millions,
2021-22,September,Maharashtra,Thane,Thane,497.0,12.0,volume in millions,
2021-22,September,Manipur,Bishnupur,Bishnupur,252.0,0.05,volume in millions,
2021-22,September,Manipur,Churachandpur,Churachandpur,254.0,0.08,volume in millions,
2021-22,September,Manipur,Imphal East,Imphal East,255.0,0.08,volume in millions,
2021-22,September,Manipur,Imphal West,Imphal West,256.0,0.32,volume in millions,
2021-22,September,Manipur,Rest of locations,,,0.08,volume in millions,
2021-22,September,Manipur,Thoubal,Thoubal,259.0,0.1,volume in millions,
2021-22,September,Meghalaya,East Jaintia Hills,East Jaintia Hills,657.0,0.08,volume in millions,
2021-22,September,Meghalaya,East Khasi Hills,East Khasi Hills,274.0,0.3,volume in millions,
2021-22,September,Meghalaya,Rest of locations,,,0.03,volume in millions,
2021-22,September,Meghalaya,Ri Bhoi,Ri Bhoi,276.0,0.05,volume in millions,
2021-22,September,Meghalaya,West Garo Hills,West Garo Hills,278.0,0.08,volume in millions,
2021-22,September,Meghalaya,West Khasi Hills,West Khasi Hills,279.0,0.04,volume in millions,
2021-22,September,Mizoram,Aizawl,Aizawl,261.0,0.26,volume in millions,
2021-22,September,Mizoram,Champhai,Champhai,262.0,0.02,volume in millions,
2021-22,September,Mizoram,Kolasib,Kolasib,263.0,0.02,volume in millions,
2021-22,September,Mizoram,Lawngtlai,Lawngtlai,264.0,0.03,volume in millions,
2021-22,September,Mizoram,Lunglei,Lunglei,265.0,0.05,volume in millions,
2021-22,September,Mizoram,Rest of locations,,,0.03,volume in millions,
2021-22,September,Nagaland,Dimapur,Dimapur,244.0,0.19,volume in millions,
2021-22,September,Nagaland,Kohima,Kohima,245.0,0.11,volume in millions,
2021-22,September,Nagaland,Mokokchung,Mokokchung,246.0,0.02,volume in millions,
2021-22,September,Nagaland,Mon,Mon,247.0,0.02,volume in millions,
2021-22,September,Nagaland,Rest of locations,,,0.04,volume in millions,
2021-22,September,Nagaland,Wokha,Wokha,250.0,0.02,volume in millions,
2021-22,September,Odisha,Baleshwar,Balasore,346.0,0.85,volume in millions,
2021-22,September,Odisha,Cuttack,Cuttack,350.0,0.91,volume in millions,
2021-22,September,Odisha,Ganjam,Ganjam,354.0,0.79,volume in millions,
2021-22,September,Odisha,Khordha,Khordha,362.0,1.64,volume in millions,
2021-22,September,Odisha,Rest of locations,,,7.02,volume in millions,
2021-22,September,Odisha,Sundargarh,Sundargarh,373.0,0.62,volume in millions,
2021-22,September,Others,Others,Others,0.0,1.49,volume in millions,
2021-22,September,Puducherry,Karaikal,Karaikal,598.0,0.17,volume in millions,
2021-22,September,Puducherry,Pondicherry,Puducherry,600.0,0.92,volume in millions,
2021-22,September,Punjab,Amritsar,Amritsar,27.0,1.16,volume in millions,
2021-22,September,Punjab,Gurdaspur,Gurdaspur,32.0,0.82,volume in millions,
2021-22,September,Punjab,Jalandhar,Jalandhar,34.0,1.08,volume in millions,
2021-22,September,Punjab,Ludhiana,Ludhiana,36.0,2.26,volume in millions,
2021-22,September,Punjab,Rest of locations,,,4.96,volume in millions,
2021-22,September,Punjab,Rupnagar,Rupnagar,42.0,0.97,volume in millions,
2021-22,September,Rajasthan,Ajmer,Ajmer,86.0,0.69,volume in millions,
2021-22,September,Rajasthan,Alwar,Alwar,87.0,0.91,volume in millions,
2021-22,September,Rajasthan,Jaipur,Jaipur,102.0,2.73,volume in millions,
2021-22,September,Rajasthan,Jodhpur,Jodhpur,107.0,0.87,volume in millions,
2021-22,September,Rajasthan,Rest of locations,,,7.4,volume in millions,
2021-22,September,Rajasthan,Udaipur,Udaipur,117.0,0.67,volume in millions,
2021-22,September,Sikkim,Gangtok,Gangtok,225.0,0.33,volume in millions,
2021-22,September,Sikkim,Gyalshing,Gyalshing,228.0,0.06,volume in millions,
2021-22,September,Sikkim,Mangan,Mangan,226.0,0.02,volume in millions,
2021-22,September,Sikkim,Namchi,Namchi,227.0,0.05,volume in millions,
2021-22,September,Tamil Nadu,Chennai,Chennai,568.0,4.56,volume in millions,
2021-22,September,Tamil Nadu,Coimbatore,Coimbatore,569.0,6.06,volume in millions,
2021-22,September,Tamil Nadu,Kanchipuram,Kancheepuram,574.0,5.44,volume in millions,
2021-22,September,Tamil Nadu,Rest of locations,,,31.42,volume in millions,
2021-22,September,Tamil Nadu,Tiruvallur,Thiruvallur,589.0,4.24,volume in millions,
2021-22,September,Tamil Nadu,Vellore,Vellore,595.0,2.67,volume in millions,
2021-22,September,Telangana,Hyderabad,Hyderabad,507.0,6.01,volume in millions,
2021-22,September,Telangana,Karimnagar,Karimnagar,508.0,1.24,volume in millions,
2021-22,September,Telangana,Mahabubnagar,Mahabubnagar,512.0,0.9,volume in millions,
2021-22,September,Telangana,Medak,Medak,513.0,1.19,volume in millions,
2021-22,September,Telangana,Rangareddy,Ranga Reddy,518.0,2.84,volume in millions,
2021-22,September,Telangana,Rest of locations,,,3.73,volume in millions,
2021-22,September,Tripura,Dhalai,Dhalai,269.0,0.05,volume in millions,
2021-22,September,Tripura,North Tripura,North Tripura,270.0,0.14,volume in millions,
2021-22,September,Tripura,South Tripura,South Tripura,271.0,0.11,volume in millions,
2021-22,September,Tripura,West Tripura,West Tripura,272.0,0.5,volume in millions,
2021-22,September,Uttar Pradesh,Allahabad,Prayagraj,120.0,1.41,volume in millions,
2021-22,September,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,144.0,2.23,volume in millions,
2021-22,September,Uttar Pradesh,Ghaziabad,Ghaziabad,145.0,2.06,volume in millions,
2021-22,September,Uttar Pradesh,Lucknow,Lucknow,162.0,2.87,volume in millions,
2021-22,September,Uttar Pradesh,Rest of locations,,,23.15,volume in millions,
2021-22,September,Uttar Pradesh,Varanasi,Varanasi,187.0,1.48,volume in millions,
2021-22,September,Uttarakhand,Almora,Almora,45.0,0.19,volume in millions,
2021-22,September,Uttarakhand,Dehradun,Dehradun,49.0,1.34,volume in millions,
2021-22,September,Uttarakhand,Haridwar,Haridwar,50.0,0.85,volume in millions,
2021-22,September,Uttarakhand,Nainital,Nainital,51.0,0.42,volume in millions,
2021-22,September,Uttarakhand,Rest of locations,,,0.66,volume in millions,
2021-22,September,Uttarakhand,Udham Singh Nagar,Udam Singh Nagar,56.0,0.83,volume in millions,
2021-22,September,West Bengal,Howrah,Howrah,313.0,1.37,volume in millions,
2021-22,September,West Bengal,Kolkata,Kolkata,315.0,3.5,volume in millions,
2021-22,September,West Bengal,North 24 Parganas,North 24 Parganas,303.0,2.83,volume in millions,
2021-22,September,West Bengal,Purba Bardhaman,Purba Bardhaman,306.0,1.58,volume in millions,
2021-22,September,West Bengal,Rest Of Locations,,,9.01,volume in millions,
2021-22,September,West Bengal,South 24 Parganas,South 24 Parganas,304.0,1.37,volume in millions,
2021-22,August,Andaman and Nicobar Islands,Nicobars,Nicobars,603.0,0.01,volume in millions,
2021-22,August,Andaman and Nicobar Islands,North and Middle Andaman,North and Middle Andaman,632.0,0.02,volume in millions,
2021-22,August,Andaman and Nicobar Islands,South Andaman,South Andamans,602.0,0.13,volume in millions,
2021-22,August,Andhra Pradesh,Chittoor,Chittoor,503.0,2.0,volume in millions,
2021-22,August,Andhra Pradesh,East Godavari,East Godavari,505.0,1.81,volume in millions,
2021-22,August,Andhra Pradesh,Guntur,Guntur,506.0,1.73,volume in millions,
2021-22,August,Andhra Pradesh,Krishna,Krishna,510.0,1.97,volume in millions,
2021-22,August,Andhra Pradesh,Rest of locations,,,8.21,volume in millions,
2021-22,August,Andhra Pradesh,Visakhapatnam,Visakhapatnam,520.0,2.64,volume in millions,
2021-22,August,Arunachal Pradesh,East Siang,East Siang,232.0,0.03,volume in millions,
2021-22,August,Arunachal Pradesh,Lohit,Lohit,234.0,0.03,volume in millions,
2021-22,August,Arunachal Pradesh,Lower Subansiri,Lower Subansiri,236.0,0.03,volume in millions,
2021-22,August,Arunachal Pradesh,Papum Pare,Papum Pare,237.0,0.13,volume in millions,
2021-22,August,Arunachal Pradesh,Rest of locations,,,0.09,volume in millions,
2021-22,August,Arunachal Pradesh,Upper Subansiri,Upper Subansiri,241.0,0.02,volume in millions,
2021-22,August,Assam,Cachar,Cachar,282.0,0.47,volume in millions,
2021-22,August,Assam,Dibrugarh,Dibrugarh,286.0,0.4,volume in millions,
2021-22,August,Assam,Kamrup,Kamrup,291.0,1.67,volume in millions,
2021-22,August,Assam,Rest of locations,,,3.65,volume in millions,
2021-22,August,Assam,Sonitpur,Sonitpur,301.0,0.38,volume in millions,
2021-22,August,Assam,Tinsukia,Tinsukia,302.0,0.33,volume in millions,
2021-22,August,Bihar,East Champaran,Purbi Champaran,213.0,0.59,volume in millions,
2021-22,August,Bihar,Gaya,Gaya,196.0,0.56,volume in millions,
2021-22,August,Bihar,Muzaffarpur,Muzaffarpur,208.0,0.77,volume in millions,
2021-22,August,Bihar,Patna,Patna,212.0,2.23,volume in millions,
2021-22,August,Bihar,Rest of locations,,,8.98,volume in millions,
2021-22,August,Bihar,West Champaran,Pashchim Champaran,211.0,0.6,volume in millions,
2021-22,August,Chandigarh,Chandigarh,Chandigarh,44.0,0.94,volume in millions,
2021-22,August,Chhattisgarh,Bilaspur,Bilaspur,375.0,0.62,volume in millions,
2021-22,August,Chhattisgarh,Durg,Durg,378.0,1.14,volume in millions,
2021-22,August,Chhattisgarh,Raigarh,Raigarh,386.0,0.39,volume in millions,
2021-22,August,Chhattisgarh,Raipur,Raipur,387.0,1.77,volume in millions,
2021-22,August,Chhattisgarh,Rajnandgaon,Rajnandgaon,388.0,0.47,volume in millions,
2021-22,August,Chhattisgarh,Rest of locations,,,2.55,volume in millions,
2021-22,August,Dadra and Nagar Haveli,Dadra and Nagar Haveli,Dadra and Nagar Haveli,465.0,0.07,volume in millions,
2021-22,August,Daman and Diu,Daman,Daman,463.0,0.24,volume in millions,
2021-22,August,Daman and Diu,Diu,Diu,464.0,0.02,volume in millions,
2021-22,August,Delhi,East Delhi,East Delhi,78.0,1.47,volume in millions,
2021-22,August,Delhi,North West Delhi,North West Delhi,82.0,1.64,volume in millions,
2021-22,August,Delhi,Rest of locations,,,3.13,volume in millions,
2021-22,August,Delhi,South Delhi,South Delhi,83.0,2.13,volume in millions,
2021-22,August,Delhi,South West Delhi,South West Delhi,84.0,2.23,volume in millions,
2021-22,August,Delhi,West Delhi,West Delhi,85.0,1.82,volume in millions,
2021-22,August,Goa,North Goa,North Goa,551.0,0.72,volume in millions,
2021-22,August,Goa,South Goa,South Goa,552.0,0.75,volume in millions,
2021-22,August,Gujarat,Ahmedabad,Ahmedabad,438.0,4.25,volume in millions,
2021-22,August,Gujarat,Rajkot,Rajkot,457.0,1.18,volume in millions,
2021-22,August,Gujarat,Rest of locations,,,8.5,volume in millions,
2021-22,August,Gujarat,Surat,Surat,459.0,3.68,volume in millions,
2021-22,August,Gujarat,Vadodara,Vadodara,461.0,1.97,volume in millions,
2021-22,August,Gujarat,Valsad,Valsad,462.0,1.32,volume in millions,
2021-22,August,Haryana,Ambala,Ambala,58.0,0.5,volume in millions,
2021-22,August,Haryana,Faridabad,Faridabad,60.0,1.5,volume in millions,
2021-22,August,Haryana,Gurgaon,Gurugram,62.0,2.55,volume in millions,
2021-22,August,Haryana,Karnal,Karnal,67.0,0.52,volume in millions,
2021-22,August,Haryana,Rest of locations,,,4.66,volume in millions,
2021-22,August,Haryana,Sonipat,Sonipat,75.0,0.54,volume in millions,
2021-22,August,Himachal Pradesh,Kangra,Kangra,18.0,0.48,volume in millions,
2021-22,August,Himachal Pradesh,Mandi,Mandi,22.0,0.25,volume in millions,
2021-22,August,Himachal Pradesh,Rest of locations,,,0.84,volume in millions,
2021-22,August,Himachal Pradesh,Shimla,Shimla,23.0,0.48,volume in millions,
2021-22,August,Himachal Pradesh,Sirmaur,Sirmaur,24.0,0.22,volume in millions,
2021-22,August,Himachal Pradesh,Solan,Solan,25.0,0.76,volume in millions,
2021-22,August,Jammu and Kashmir,Anantnag,Anantnag,1.0,0.24,volume in millions,
2021-22,August,Jammu and Kashmir,Jammu,Jammu,5.0,1.07,volume in millions,
2021-22,August,Jammu and Kashmir,Kathua,Kathua,7.0,0.18,volume in millions,
2021-22,August,Jammu and Kashmir,Rest of locations,,,0.81,volume in millions,
2021-22,August,Jammu and Kashmir,Srinagar,Srinagar,13.0,0.39,volume in millions,
2021-22,August,Jammu and Kashmir,Udhampur,Udhampur,14.0,0.22,volume in millions,
2021-22,August,Jharkhand,Bokaro,Bokaro,322.0,0.41,volume in millions,
2021-22,August,Jharkhand,Dhanbad,Dhanbad,325.0,0.67,volume in millions,
2021-22,August,Jharkhand,East Singhbhum,East Singhbum,327.0,0.82,volume in millions,
2021-22,August,Jharkhand,Hazaribag,Hazaribagh,332.0,0.3,volume in millions,
2021-22,August,Jharkhand,Ranchi,Ranchi,339.0,1.19,volume in millions,
2021-22,August,Jharkhand,Rest of locations,,,2.24,volume in millions,
2021-22,August,Karnataka,Bangalore,,,10.7,volume in millions,
2021-22,August,Karnataka,Belgaum,Belagavi,527.0,1.57,volume in millions,
2021-22,August,Karnataka,Dakshina Kannada,Dakshina Kannada,534.0,1.25,volume in millions,
2021-22,August,Karnataka,Hassan,Hassan,539.0,1.04,volume in millions,
2021-22,August,Karnataka,Mysore,Mysuru,545.0,1.49,volume in millions,
2021-22,August,Karnataka,Rest of locations,,,14.07,volume in millions,
2021-22,August,Kerala,Ernakulam,Ernakulam,555.0,2.96,volume in millions,
2021-22,August,Kerala,Kollam,Kollam,559.0,1.76,volume in millions,
2021-22,August,Kerala,Malappuram,Malappuram,562.0,1.82,volume in millions,
2021-22,August,Kerala,Rest of locations,,,9.77,volume in millions,
